商品,价格,店铺,详情页,品牌,详情
罗蒙休闲裤男宽松直筒2023年夏季薄款商务休闲爸爸款弹力百搭长裤子男 浅灰 32,89.00,罗蒙腾派专卖店,https://item.jd.com/10071359262948.html,品牌： 罗蒙,商品名称：罗蒙LM6602WG商品编号：10071359262948店铺： 罗蒙腾派专卖店商品毛重：100.00g商品产地：中国大陆货号：LM6602WG材质：棉97.8%，氨纶(聚氨酯弹性纤维)2.2%厚度：常规腰型：自然腰适用季节：春季，夏季上市时间：2023年夏季裤门襟：拉链适用人群：青年，中年流行元素：车缝线，多口袋裤长：长裤弹力：微弹裤型：直筒裤图案：纯色适用场景：学校，居家风格：通勤风通勤风：商务休闲
咖咪龙（KAMILONG）咖咪龙 休闲衬衣男2023夏季潮牌痞帅冰丝短袖衬衫男薄款棋盘格 黑色 S,133.28,咖咪龙男装旗舰店,https://item.jd.com/10072223560041.html,品牌： 咖咪龙（KAMILONG）,商品名称：咖咪龙（KAMILONG）咖咪龙 休闲衬衣男2023夏季潮牌痞帅冰丝短袖衬衫男薄款棋盘格 黑色 S商品编号：10072223560041店铺： 咖咪龙男装旗舰店商品毛重：1.0kg货号：3rQSt6yG厚度：薄款面料：冰丝版型：标准型适用季节：夏季材质：山羊绒100%上市时间：2023年春季风格：休闲风休闲风：oversize
吉普（JEEP）休闲裤男2023春夏季韩版裤子男士束脚裤宽松男装 2212黑色 XL,139.00,jeep男装京东自营专区,https://item.jd.com/100027260155.html,品牌： 吉普（JEEP）,商品名称：吉普休闲裤商品编号：100027260155商品毛重：0.62kg商品产地：中国广东省广州市货号：Q-APJP2212ZY材质：涤纶(聚酯纤维)95%，氨纶(聚氨酯弹性纤维)5%适用季节：春季，夏季上市时间：2023年春季裤门襟：系带适用人群：青年流行元素：车缝线裤型：铅笔裤/小脚裤厚度：常规裤长：长裤腰型：自然腰弹力：微弹风格：日韩风日韩风：韩版
阿玛尼（ARMANI） 男装短袖t恤男士时尚休闲修身薄款微弹短袖T恤两件装 混色 L/180(推荐体重150-160斤）,279.00,你好奥特莱斯旗舰店,https://item.jd.com/12512242704.html,品牌： 阿玛尼（ARMANI）,商品名称：阿玛尼（ARMANI） 男装短袖t恤男士时尚休闲修身薄款微弹短袖T恤两件装 混色 L/180(推荐体重150-160斤）商品编号：12512242704店铺： 你好奥特莱斯旗舰店商品毛重：1.0kg货号：91935类别：T恤版型：标准型上市时间：2022年春夏适用性别：男适用人群：成人是否带帽子：无帽子厚度：常规风格：运动风材质：棉
短袖t恤男纯棉夏季圆领大码半截袖宽松潮流男士纯黑白色小T恤休闲上衣服男装情侣打底汗衫 组合2:中国狮黑+大7兰+大S白+THE灰 XL(建议135-150斤),99.00,米囹服饰旗舰店,https://item.jd.com/10041749660867.html,品牌： 米囹,商品名称：米囹 4件装 短袖t恤男纯棉夏季圆领大码半截袖宽松潮流男士纯黑白色小T恤休闲上衣服男装情侣打底汗衫 组合2:中国狮黑+大7兰+大S白+THE灰 XL(建议135-150斤)商品编号：10041749660867店铺： 米囹服饰旗舰店商品毛重：300.00g商品产地：中国大陆货号：短袖T恤四件2号材质：棉100%袖长：短袖适用季节：夏季上市时间：2022年夏季领型：圆领面料：棉毛布流行元素：印花厚度：薄款版型：标准型适用人群：青年，中年图案：字母适用场景：居家，运动风格：休闲风休闲风：中性风
稻草人（MEXICAN）夹克男外套男春秋款休闲立领男士运动潮流工装衣服 黑色XL,158.00,稻草人（MEXICAN）男装京东自营旗舰店,https://item.jd.com/100008617357.html,品牌： 稻草人（MEXICAN）,商品名称：稻草人夹克商品编号：100008617357商品毛重：500.00g商品产地：中国福建货号：9F126100375材质：涤纶(聚酯纤维)100%衣门襟：拉链适用季节：春季，秋季衣长：常规款厚度：常规适用人群：青年下摆设计：直下摆领型：立领版型：标准型上市时间：2020年秋季图案：纯色，字母流行元素：车缝线风格：休闲风休闲风：简约风
卡帝乐鳄鱼（CARTELO）休闲裤男夏季裤子男工装宽松小脚束脚裤潮流男士裤子 浅灰色 XL,138.00,卡帝乐鳄鱼（CARTELO）服饰京东自营专区,https://item.jd.com/100044853428.html,品牌： 卡帝乐鳄鱼（CARTELO）,商品名称：卡帝乐鳄鱼休闲裤商品编号：100044853428商品毛重：310.00g商品产地：中国福建省货号：X-1005KDLNZ506XD材质：涤纶(聚酯纤维)100%适用季节：夏季，四季通用上市时间：2023年夏季裤门襟：系带适用人群：青年，青少年裤长：长裤厚度：常规腰型：自然腰裤型：束腿裤风格：日韩风日韩风：韩版
咖咪龙（KAMILONG） 工装短袖衬衫男夏季美式复古日系黑衬衣潮流痞帅港风2023外 白色 M,132.80,咖咪龙男装旗舰店,https://item.jd.com/10072223408579.html,品牌： 咖咪龙（KAMILONG）,商品名称：咖咪龙（KAMILONG） 工装短袖衬衫男夏季美式复古日系黑衬衣潮流痞帅港风2023新款外 白色 M商品编号：10072223408579店铺： 咖咪龙男装旗舰店商品毛重：1.0kg货号：HrbkfZY5厚度：薄款材质：山羊绒100%版型：宽松型适用季节：夏季上市时间：2023年春季风格：通勤风通勤风：商务休闲
卡帝乐鳄鱼（CARTELO）裤子男春夏季韩版休闲裤男士小西裤宽松垂坠感裤 米白色 XL,159.00,卡帝乐鳄鱼（CARTELO）男装京东自营专卖店,https://item.jd.com/100041870260.html,品牌： 卡帝乐鳄鱼（CARTELO）,商品名称：卡帝乐鳄鱼休闲裤商品编号：100041870260商品毛重：0.76kg商品产地：中国大陆货号：X-1097KDLNZ801BZY材质：涤纶(聚酯纤维)90%，氨纶(聚氨酯弹性纤维)10%裤门襟：拉链腰型：自然腰弹力：微弹上市时间：2023年春季厚度：常规适用人群：青年，青少年流行元素：车缝线，多口袋裤长：长裤裤型：直筒裤适用季节：四季通用图案：纯色适用场景：居家，旅行风格：日韩风日韩风：韩版
卡帝乐鳄鱼（CARTELO）休闲裤男2023夏季韩版裤子男士直筒宽松商务裤 蓝色 32,168.00,卡帝乐鳄鱼（CARTELO）服饰京东自营专区,https://item.jd.com/100044853174.html,品牌： 卡帝乐鳄鱼（CARTELO）,商品名称：卡帝乐鳄鱼休闲裤商品编号：100044853174商品毛重：205.00g商品产地：中国福建省货号：X-1015KDLNZ6610BXD材质：棉65%，涤纶(聚酯纤维)33%，氨纶(聚氨酯弹性纤维)2%腰型：自然腰上市时间：2023年夏季裤门襟：拉链适用人群：青年，青少年裤长：长裤厚度：薄款适用季节：夏季，四季通用裤型：铅笔裤/小脚裤风格：日韩风日韩风：韩版
卡帝乐鳄鱼休闲裤男2023春夏季冰丝裤子男士桑蚕薄款宽松直筒四面弹运动男裤 白色 XL,167.90,卡帝乐鳄鱼德天下专卖店,https://item.jd.com/10069877802629.html,品牌： 卡帝乐鳄鱼,商品名称：卡帝乐鳄鱼休闲裤男2023春夏季冰丝裤子男士桑蚕薄款宽松直筒四面弹运动男裤 白色 XL商品编号：10069877802629店铺： 卡帝乐鳄鱼德天下专卖店商品毛重：480.00g货号：C-1610KDLNZ0079-DTX材质：氨纶(聚氨酯弹性纤维)11.3%，莱赛尔33%，粘纤(粘胶纤维)51.7%，桑蚕丝4%腰型：自然腰上市时间：2023年夏季厚度：薄款适用人群：青年流行元素：车缝线，多口袋裤型：直筒裤裤门襟：系带裤长：长裤图案：纯色适用季节：四季通用风格：休闲风休闲风：简约风
海澜之家（HLA）短袖T恤男女情侣装23新款panda wowo熊猫凉感t恤圆领短袖男夏季 【凉感抗菌】漂白7D 175/92A/L 推荐69~75kg,78.00,海澜之家官方旗舰店,https://item.jd.com/10062699589986.html,品牌： 海澜之家（HLA）,商品名称：海澜之家（HLA）短袖T恤男女情侣装23新款panda wowo熊猫凉感t恤圆领短袖男夏季 【凉感抗菌】漂白7D 175/92A/L 推荐69~75kg商品编号：10062699589986店铺： 海澜之家官方旗舰店商品毛重：1.0kg货号：HNTBW2Y035A材质：棉78%，涤纶(聚酯纤维)22%袖长：短袖适用季节：夏季上市时间：2023年夏季领型：圆领适用人群：青年，中年，青少年，情侣流行元素：印花厚度：常规版型：宽松型面料：针织布图案：纯色，文字适用场景：居家，运动，学校风格：休闲风休闲风：简约风
啄木鸟（TUCANO）休闲裤男夏季潮流宽松裤子男士时尚运动直筒长裤 黑色【薄款】XL,69.00,啄木鸟（TUCANO）服饰京东自营专区,https://item.jd.com/100043286452.html,品牌： 啄木鸟（TUCANO）,商品名称：啄木鸟休闲裤商品编号：100043286452商品毛重：430.00g商品产地：中国福建货号：22507ZMSF8022材质：涤纶(聚酯纤维)95%，氨纶(聚氨酯弹性纤维)5%厚度：薄款腰型：自然腰适用人群：青年，青少年上市时间：2023年春季裤门襟：系带弹力：微弹流行元素：车缝线裤长：长裤裤型：直筒裤适用季节：秋季，四季通用图案：纯色适用场景：居家，运动风格：休闲风休闲风：oversize
咖咪龙（KAMILONG）咖咪龙 同款新中式国风春夏季痞帅宽松衬衫男潮流时尚短袖 灰色短袖衬衣 2XL,137.07,咖咪龙男装旗舰店,https://item.jd.com/10072223622762.html,品牌： 咖咪龙（KAMILONG）,商品名称：咖咪龙（KAMILONG）咖咪龙 同款新中式国风春夏季痞帅宽松衬衫男潮流时尚短袖 灰色短袖衬衣 2XL商品编号：10072223622762店铺： 咖咪龙男装旗舰店商品毛重：1.0kg货号：zWCrEKxX厚度：薄款材质：山羊绒100%版型：宽松型适用季节：夏季上市时间：2023年春季风格：通勤风通勤风：商务休闲
卡帝乐鳄鱼（CARTELO）夹克男2023春季连帽外套男士休闲宽松假两件青年学生潮牌外套,169.00,卡帝乐鳄鱼（CARTELO）男装京东自营专卖店,https://item.jd.com/100041126544.html,品牌： 卡帝乐鳄鱼（CARTELO）,商品名称：卡帝乐鳄鱼夹克商品编号：100041126544商品毛重：400.00g商品产地：中国福建省货号：Q-HFLKDLNZ2231ZY材质：涤纶(聚酯纤维)100%版型：标准型适用季节：春季，秋季领型：连帽衣长：常规款厚度：常规衣门襟：拉链下摆设计：罗纹上市时间：2023年春季风格：百搭风流行元素：简约，拼接图案：字母，拼色适用场景：旅行，跳舞
NY&ET官方品牌旗舰联名夹克男春秋季新款冲锋衣三合一户外运动上衣外套 6266【-米白(H)】单夹克 XL（款建议120-140斤）,358.00,NY&ET旗舰店,https://item.jd.com/10068144394616.html,品牌： NY&ET,商品名称：NY&ET官方品牌旗舰联名夹克男春秋季新款冲锋衣三合一户外运动上衣外套 6266【男-米白(H)】单夹克 XL（男款建议120-140斤）商品编号：10068144394616店铺： NY&ET旗舰店商品毛重：500.00g货号：SL-6266（Y）（N672J）#f5Jfj材质：涤纶(聚酯纤维)100%衣门襟：拉链适用季节：春季，秋季，冬季厚度：常规衣长：常规款领型：可脱卸帽适用人群：青年，青少年流行元素：简约上市时间：2023年春季风格：百搭风版型：标准型图案：纯色，迷彩适用场景：旅行
卡帝乐鳄鱼（CARTELO）日系卡其色裤子男款春夏季潮牌直筒宽松美式刺绣痞帅工装休闲长裤 FK6605卡其色 XL,89.00,卡帝乐鳄鱼羽绒服旗舰店,https://item.jd.com/10071068016676.html,品牌： 卡帝乐鳄鱼（CARTELO）,商品名称：卡帝乐鳄鱼（CARTELO）日系卡其色裤子男款春夏季潮牌直筒宽松美式刺绣痞帅工装休闲长裤 FK6605卡其色 XL商品编号：10071068016676店铺： 卡帝乐鳄鱼羽绒服旗舰店商品毛重：200.00g商品产地：中国大陆货号：EY 20133/材质：棉100%适用季节：春季，秋季上市时间：2023年春季裤门襟：松紧适用人群：青年，青少年裤长：长裤厚度：薄款腰型：自然腰裤型：束腿裤风格：休闲风休闲风：oversize
TIRE联名NASA官方外套男夏季新款男装夹克商务休闲春秋免烫抗皱上衣服 9980深灰不加绒 XL（偏小，建议115-130斤）,99.00,TIRE官方旗舰店,https://item.jd.com/47958137485.html,品牌： TIRE,商品名称：TIRE联名NASA官方外套男夏季新款男装夹克商务休闲春秋免烫抗皱上衣服 9980深灰不加绒 XL（偏小，建议115-130斤）商品编号：47958137485店铺： TIRE官方旗舰店商品毛重：1.0kg货号：LZ-9980材质：涤纶(聚酯纤维)100%版型：标准型适用季节：春季，秋季厚度：常规衣长：常规款领型：翻领适用人群：青年流行元素：简约，车缝线衣门襟：拉链上市时间：2021年春季下摆设计：直下摆图案：纯色适用场景：旅行风格：休闲风休闲风：简约风
啄木鸟冰丝裤子男宽松直筒速干弹力休闲裤男士潮流春夏季薄款运动长裤 深灰色 32(建议130-145斤),99.00,啄木鸟千佰万专卖店,https://item.jd.com/10069459774490.html,品牌： 啄木鸟（TUCANO）,商品名称：啄木鸟冰丝裤子男宽松直筒速干弹力休闲裤男士潮流春夏季薄款运动长裤 深灰色 32(建议130-145斤)商品编号：10069459774490店铺： 啄木鸟千佰万专卖店商品毛重：500.00g商品产地：中国大陆货号：ZMNTUCANO2023666888309RW材质：氨纶(聚氨酯弹性纤维)22.4%，锦纶/尼龙(聚酰胺纤维)77.6%腰型：自然腰适用人群：青年，青少年上市时间：2023年春季裤门襟：系带弹力：微弹厚度：薄款裤型：直筒裤裤长：长裤适用季节：春季，秋季图案：纯色适用场景：学校，居家风格：休闲风休闲风：简约风
咖咪龙（KAMILONG）咖咪龙 品牌男装2023春季新款主推跑量潮工装长袖衬衫外套 卡其色 M,152.80,咖咪龙男装旗舰店,https://item.jd.com/10072139877126.html,品牌： 咖咪龙（KAMILONG）,商品名称：咖咪龙（KAMILONG）咖咪龙 品牌男装2023春季新款主推跑量潮工装长袖衬衫外套 卡其色 M商品编号：10072139877126店铺： 咖咪龙男装旗舰店商品毛重：1.0kg货号：4ZfanzzZ厚度：薄款材质：山羊绒100%袖长：长袖适用季节：春季，秋季版型：标准型上市时间：2023年春季风格：休闲风休闲风：oversize
卡帝乐鳄鱼（CARTELO）外套男春季韩版立领夹克男士休闲男装宽松百搭衣服 深灰色 XL,168.00,卡帝乐鳄鱼（CARTELO）男装京东自营专卖店,https://item.jd.com/100040946568.html,品牌： 卡帝乐鳄鱼（CARTELO）,商品名称：卡帝乐鳄鱼夹克商品编号：100040946568商品毛重：450.00g商品产地：中国福建省货号：Q-ALGKDLNZ9980ZY材质：涤纶(聚酯纤维)100%厚度：常规衣门襟：拉链适用季节：春季，冬季版型：标准型上市时间：2023年春季领型：方领适用人群：青年，青少年下摆设计：橡筋流行元素：简约，多口袋风格：百搭风衣长：常规款图案：纯色，字母适用场景：职场，旅行
吉普（JEEP）休闲裤男宽松春夏季工装裤男裤子男士系带束脚裤男裤 军绿色 31,168.00,jeep男装京东自营专区,https://item.jd.com/100017518165.html,品牌： 吉普（JEEP）,商品名称：吉普休闲裤商品编号：100017518165商品毛重：160.00g商品产地：中国广东省广州市货号：X-3333JP1018-ZY材质：棉98%，氨纶(聚氨酯弹性纤维)2%适用季节：夏季裤门襟：系带上市时间：2023年夏季厚度：常规弹力：微弹流行元素：车缝线，多口袋裤长：长裤裤型：工装裤腰型：自然腰图案：纯色适用人群：青年，青少年风格：休闲风休闲风：oversize
花花公子（PLAYBOY）休闲裤男2023春夏季裤子男士宽松直筒男裤商务潮流 浅灰色 32,158.00,花花公子（PLAYBOY）男装京东自营旗舰店,https://item.jd.com/100007110433.html,品牌： 花花公子（PLAYBOY）,商品名称：花花公子休闲裤商品编号：100007110433商品毛重：430.00g商品产地：中国福建晋江市货号：X-1050HH6602ZY材质：棉97.8%，氨纶(聚氨酯弹性纤维)2.2%裤门襟：拉链腰型：自然腰弹力：微弹上市时间：2023年春季厚度：厚款适用人群：青年，青少年流行元素：车缝线裤长：长裤裤型：直筒裤适用季节：春季，夏季图案：纯色适用场景：旅行风格：日韩风日韩风：韩版
吉普（JEEP）夹克男外套2023春秋季立领工装上衣男休闲百搭男装 豆绿色 XL,198.00,jeep男装京东自营专区,https://item.jd.com/100030625749.html,品牌： 吉普（JEEP）,商品名称：吉普夹克商品编号：100030625749商品毛重：0.78kg商品产地：中国广东省广州市货号：Q-TTJP2207ZY材质：棉87%，粘纤(粘胶纤维)13%版型：标准型适用季节：春季，秋季衣长：常规款领型：立领流行元素：车缝线厚度：常规上市时间：2023年春季衣门襟：拉链风格：日韩风日韩风：韩版
杉杉（FIRS）衣多穿行政夹克男春秋轻商务休闲薄外套男通勤公务干部茄克上衣Q 22165103藏青色（春秋款） 175,259.00,杉杉官方旗舰店,https://item.jd.com/10043261084991.html,品牌： 杉杉（FIRS）,商品名称：杉杉（FIRS）衣多穿行政夹克男春秋轻商务休闲薄外套男通勤公务干部茄克上衣Q 22165103藏青色（春秋款） 175商品编号：10043261084991店铺： 杉杉官方旗舰店商品毛重：1.0kg商品产地：中国大陆货号：FDJ22165103材质：涤纶(聚酯纤维)100%版型：标准型适用季节：春季，秋季衣长：常规款领型：翻领适用人群：青年，中年上市时间：2022年春季衣门襟：拉链图案：纯色厚度：常规风格：通勤风通勤风：商务休闲
咖咪龙（KAMILONG）咖咪龙 品牌男装2023春季新款高品质棉质格子长袖衬衫男士外套 CS71红格 2XL,144.40,咖咪龙男装旗舰店,https://item.jd.com/10072140134269.html,品牌： 咖咪龙（KAMILONG）,商品名称：咖咪龙（KAMILONG）咖咪龙 品牌男装2023春季新款高品质棉质格子长袖衬衫男士外套 CS71红格 2XL商品编号：10072140134269店铺： 咖咪龙男装旗舰店商品毛重：1.0kg货号：tKw5SCJY厚度：薄款材质：棉100%版型：修身型袖长：长袖适用季节：春季，秋季图案：格子上市时间：2023年春季风格：欧美风欧美风：英伦风
卡帝乐鳄鱼（CARTELO）外套男2023春季韩版夹克男士潮流翻领工装上衣,179.00,卡帝乐鳄鱼（CARTELO）男装京东自营专卖店,https://item.jd.com/100016758941.html,品牌： 卡帝乐鳄鱼（CARTELO）,商品名称：卡帝乐鳄鱼夹克商品编号：100016758941商品毛重：500.00g商品产地：中国福建省货号：Q-YKLKDLNZ2806ZY材质：涤纶(聚酯纤维)100%厚度：常规衣门襟：单排扣适用季节：春季，秋季版型：标准型上市时间：2023年春季领型：翻领适用人群：青年，青少年下摆设计：直下摆流行元素：车缝线，多口袋风格：百搭风衣长：常规款图案：纯色，字母适用场景：旅行，学校
Colombass潮牌纯棉短袖t恤男夏季宽松潮流百搭重磅体恤美式情侣休闲上衣服 黑色 L/175(建议125-145斤),79.00,Colombass京东自营旗舰店,https://item.jd.com/10070553673962.html,品牌： Colombass,商品名称：ColombassS-4XL商品编号：10070553673962商品毛重：300.00g商品产地：中国大陆货号：ZY-COLOM-TX227材质：棉100%版型：宽松型适用季节：夏季上市时间：2023年夏季领型：圆领适用人群：青年，情侣流行元素：印花厚度：常规面料：针织布袖长：短袖图案：字母，宇宙星空，几何图案适用场景：运动，学校风格：欧美风欧美风：英伦风
NY&ET官方品牌270克重短袖T恤男夏季新款圆领短款休闲舒适韩版上衣男装 NY9（DTY-1）深灰色（B）短袖 3XL,258.00,NY&ET旗舰店,https://item.jd.com/10070307499958.html,品牌： NY&ET,商品名称：NY&ET官方品牌270克重短袖T恤男夏季新款圆领短款休闲舒适韩版上衣男装 NY9（DTY-1）深灰色（B）短袖 3XL商品编号：10070307499958店铺： NY&ET旗舰店商品毛重：500.00g货号：WD-1799-NY10（DTY-1）（H5T11）#kSGPr材质：棉80%，涤纶(聚酯纤维)20%袖长：短袖适用季节：夏季上市时间：2023年夏季领型：圆领适用人群：青年，青少年流行元素：印花厚度：常规版型：宽松型图案：字母适用场景：运动，学校风格：休闲风休闲风：简约风
吉普（JEEP）夹克男外套春夏季韩版男士上衣宽松连帽百搭男装 黑色 XL,188.00,jeep男装京东自营专区,https://item.jd.com/100032063613.html,品牌： 吉普（JEEP）,商品名称：吉普夹克商品编号：100032063613商品毛重：0.68kg商品产地：中国广东省广州市货号：Q-YHANJP2186ZY材质：涤纶(聚酯纤维)100%衣门襟：拉链适用季节：春季，秋季衣长：常规款领型：可脱卸帽适用人群：青年流行元素：车缝线厚度：常规版型：标准型上市时间：2023年春季风格：日韩风日韩风：韩版
Foss Phil休闲裤男士春夏季宽松直筒裤子男阔腿小西裤薄款冰丝裤819黑色XL,99.00,Foss Phil服饰京东自营旗舰店,https://item.jd.com/100040179971.html,品牌： Foss Phil,商品名称：Foss Phil休闲裤商品编号：100040179971商品毛重：410.00g商品产地：中国大陆货号：XT819材质：涤纶(聚酯纤维)98%，氨纶(聚氨酯弹性纤维)2%腰型：自然腰厚度：常规上市时间：2022年秋季裤门襟：拉链弹力：微弹适用季节：秋季，冬季裤长：长裤裤型：直筒裤适用人群：青年，青少年图案：纯色适用场景：学校，跳舞风格：休闲风休闲风：oversize
咖咪龙（KAMILONG）咖咪龙 品牌男装2023春季新款花衬衫棉质衬衫数字印花 藏青 5XL,146.00,咖咪龙男装旗舰店,https://item.jd.com/10072140125151.html,品牌： 咖咪龙（KAMILONG）,商品名称：咖咪龙（KAMILONG）咖咪龙 品牌男装2023春季新款花衬衫棉质衬衫数字印花 藏青 5XL商品编号：10072140125151店铺： 咖咪龙男装旗舰店商品毛重：1.0kg货号：KW87fHTR厚度：薄款材质：棉100%流行元素：印花版型：修身型适用季节：春季，秋季袖长：长袖上市时间：2023年春季风格：通勤风通勤风：商务休闲
